pair_index,set_pair,pair_id,category,master_owner,slave_owner,quantity,report_index,time_seconds,field_rows_complete,force_xyz_n,moment_global_origin_nmm,centroid_xyz_mm,mean_normal_xyz,moment_at_centroid_nmm,area_mm2,normal_force_signed_n,shear_force_magnitude_n,fields_present
28,WJCP_028,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,83,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
28,WJCP_028,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,84,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
29,WJCP_029,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CF,85,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
29,WJCP_029,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,86,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
29,WJCP_029,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,87,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
30,WJCP_030,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CF,88,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
30,WJCP_030,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,89,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
30,WJCP_030,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,90,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
31,WJCP_031,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CF,91,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
31,WJCP_031,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,92,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
31,WJCP_031,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,93,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
32,WJCP_032,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CF,94,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
32,WJCP_032,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,95,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
32,WJCP_032,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,96,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
33,WJCP_033,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CF,97,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
33,WJCP_033,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFN,98,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
33,WJCP_033,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,CFS,99,0.001,True,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",0.0,"""NaN""","""NaN""","total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal | moment about the center of gravity(mx,my,mz) | area,  normal force (+ = tension) and shear force (size)"
34,WJCP_034,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M13_A03_HEAD_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,CF,100,0.001,False,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[""NaN"",""NaN"",""NaN""]","[""NaN"",""NaN"",""NaN""]",null,null,null,null,"total surface force (fx,fy,fz) and moment about the origin (mx,my,mz) | center of gravity and mean normal"
